activity-id,org-name,org-email,default-language,default-currency,last-updated-datetime,reporting-organisation,reporting-organisation-ref,reporting-org-type,iati-identifier,title,description,activity-status,start-planned,start-actual,end-planned,end-actual,total-commitments,total-disbursements,total-expenditure,total-incoming-funds,funding_organisations,extending_organisations,accountable_organisations,implementing_organisations,recipient-country,recipient-country-codes,recipient-country-percentages,recipient-region,recipient-region-codes,recipient-region-percentages,sector-text,sector-vocabularies,sector-codes,sector-percentages
1335,The Asia Foundation,pharawee.koletschka@asiafoundation.org,en,USD,6/30/14 9:30,The Asia Foundation,US-AGO-941191246,21,US-AGO-941191246-PPA-SL-Q3-2013,PPA Sri Lanka Programs July-Sept 2013,"The Asia Foundation PPA with DFID CHASE is helping to address common challenges to peaceful state-society relations in fragile states, subnational conflict and post-conflict areas and transitional states at risk of renewed conflict. This activity represents programs in the Sri Lanka under the PPA during the period Jul-Sep 2013. These activities have the following objectives: 1) Locally-accepted informal justice systems strengthened and expanded where government lacks capacity and legitimacy; 2) Expanded community-level efforts to improve local security and relations with security forces (police, military).",3,,7/1/13,,9/30/13,0,0,144855.17,0,,,,,,LK,100,,679,100,15100,ADT,,100
1336,The Asia Foundation,pharawee.koletschka@asiafoundation.org,en,USD,6/30/14 9:29,The Asia Foundation,US-AGO-941191246,21,US-AGO-941191246-PPA-NP-Q3-2013,PPA Nepal Programs July-Sept 2013,"The Asia Foundation PPA with DFID CHASE is helping to address common challenges to peaceful state-society relations in fragile states, subnational conflict and post-conflict areas and transitional states at risk of renewed conflict. This activity represents programs in Nepal under the PPA during the period Jul-Sep 2013. These activities have the following objectives: 1) Formal peace processes and informal local peacebuilding efforts strengthened and more credible with conflict-affected populations; 2) Locally-accepted informal justice systems strengthened and expanded where government lacks capacity and legitimacy.",3,,7/1/13,,9/30/13,0,0,59271.43,0,,,,,,NP,100,,679,100,15200,ADT,,100
1337,The Asia Foundation,pharawee.koletschka@asiafoundation.org,en,USD,6/30/14 9:29,The Asia Foundation,US-AGO-941191246,21,US-AGO-941191246-PPA-TL-Q3-2013,PPA Timor-Leste Programs July-Sept 2013,"The Asia Foundation PPA with DFID CHASE is helping to address common challenges to peaceful state-society relations in fragile states, subnational conflict and post-conflict areas and transitional states at risk of renewed conflict. This activity represents programs in Timor-Leste under the PPA during the period Jul-Sep 2013. These activities have the following objectives: 1) More effective mechanisms for societal groups in fragile and transitional states to influence state policy and behaviour; 2) Expanded community-level efforts to improve local security and relations with security forces (police, military).",3,,7/1/13,,9/30/13,0,0,119022.22,0,,,,,,TL,100,,789,100,"Government and civil society, general, combination of activities",ADT,,100
1338,The Asia Foundation,pharawee.koletschka@asiafoundation.org,en,USD,6/30/14 9:28,The Asia Foundation,US-AGO-941191246,21,US-AGO-941191246-PPA-PK-Q3-2013,PPA Pakistan Programs July-Sept 2013,"The Asia Foundation PPA with DFID CHASE is helping to address common challenges to peaceful state-society relations in fragile states, subnational conflict and post-conflict areas and transitional states at risk of renewed conflict. This activity represents programs in Pakistan under the PPA during the period Jul-Sep 2013. These activities have the following objectives: More effective mechanisms for societal groups in fragile and transitional states to influence state policy and behaviour.",3,,7/1/13,,9/30/13,0,0,40205.98,0,,,,,,PK,100,,679,100,"Government and civil society, general, combination of activities",ADT,,100
1339,The Asia Foundation,pharawee.koletschka@asiafoundation.org,en,USD,6/30/14 9:27,The Asia Foundation,US-AGO-941191246,21,US-AGO-941191246-PPA-RESULTS-Q3-2013,PPA Results Monitoring July-Sept 2013,"The Asia Foundation PPA with DFID CHASE is helping to address common challenges to peaceful state-society relations in fragile states, subnational conflict and post-conflict areas and transitional states at risk of renewed conflict. This activity represents results monitoring activities for the PPA during the period Jul-Sep 2013. This activity includes monitoring and evaluation activities in all countries covered by this PPA, along with regional oversight and technical support.",3,,7/1/13,,9/30/13,0,0,126622.63,0,,,,,,,,,798,100,"Conflict prevention and resolution, peace and security, combinations of activities",ADT,,100
1340,The Asia Foundation,pharawee.koletschka@asiafoundation.org,en,USD,6/30/14 9:26,The Asia Foundation,US-AGO-941191246,21,US-AGO-941191246-PPA-REGACT-Q3-2013,PPA Regional Activities July-Sept 2013,"The Asia Foundation PPA with DFID CHASE is helping to address common challenges to peaceful state-society relations in fragile states, subnational conflict and post-conflict areas and transitional states at risk of renewed conflict. This activity represents regional activities for the PPA during the period Jul-Sep 2013. This activity includes regional meetings of TAF staff to allow for planning, and exchange of experiences and best practices.",3,,7/1/13,,9/30/13,0,0,11283.48,0,,,,,,,,,798,100,"Conflict prevention and resolution, peace and security, combinations of activities",ADT,,100
1341,The Asia Foundation,pharawee.koletschka@asiafoundation.org,en,USD,6/30/14 12:24,The Asia Foundation,US-AGO-941191246,21,US-AGO-941191246-PPA-THOUGHT-Q3-2013,PPA Thought Leadership Programs July-Sept 2013,"The Asia Foundation PPA with DFID CHASE is helping to address common challenges to peaceful state-society relations in fragile states, subnational conflict and post-conflict areas and transitional states at risk of renewed conflict. This activity represents analytical activities, including field research, surveys, and engagement with academics and practitioners. The purpose of these activities are to draw on the Foundation's field experience and knowledge to inform and influence aid practice and policy. This activity represents a range of regional programs during the period Jul-Sep 2013.",3,,7/1/13,,9/30/13,0,0,243768.46,0,,,,,,,,,798,100,"Conflict prevention and resolution, peace and security, combinations of activities",ADT,,
1342,The Asia Foundation,pharawee.koletschka@asiafoundation.org,en,USD,6/30/14 10:36,The Asia Foundation,US-AGO-941191246,21,US-AGO-941191246-PPA-REGTA-Q3-2013,PPA Regional Technical Assistance and Oversight July-Sept 2013,"The Asia Foundation PPA with DFID CHASE is helping to address common challenges to peaceful state-society relations in fragile states, subnational conflict and post-conflict areas and transitional states at risk of renewed conflict. This activity represents regional technical assistance to country offices, and partners in civil society and government, along with regional oversight of PPA programs. This activity covers expenditures during the period July-Sept 2013.",3,,7/1/13,,9/30/13,0,0,50292.63,0,,,,,,,,,798,100,"Conflict prevention and resolution, peace and security, combinations of activities",ADT,,100
1343,The Asia Foundation,pharawee.koletschka@asiafoundation.org,en,USD,6/30/14 11:21,The Asia Foundation,US-AGO-941191246,21,US-AGO-941191246-PPA-MM-Q4-2013,PPA Myanmar Programs Oct-Dec 2013,"The Asia Foundation PPA with DFID CHASE is helping to address common challenges to peaceful state-society relations in fragile states, subnational conflict and post-conflict areas and transitional states at risk of renewed conflict. This activity represents programs in Southern Thailand under the PPA during the period Oct-Dec 2013. These activities have the following objective: Governance reforms implemented to reduce grievances of conflict-affected populations in subnational conflict areas.",3,,10/1/13,,12/31/13,0,0,12163.71,0,,,,,,MM,100,,789,100,"Government and civil society, general, combination of activities",ADT,,100
1344,The Asia Foundation,pharawee.koletschka@asiafoundation.org,en,USD,6/30/14 11:20,The Asia Foundation,US-AGO-941191246,21,US-AGO-941191246-PPA-TH-Q4-2013,PPA Thailand Programs Oct-Dec 2013,"The Asia Foundation PPA with DFID CHASE is helping to address common challenges to peaceful state-society relations in fragile states, subnational conflict and post-conflict areas and transitional states at risk of renewed conflict. This activity represents programs in Southern Thailand under the PPA during the period Oct-Dec 2013. These activities have the following objectives: 1) Governance reforms implemented to reduce grievances of conflict-affected populations in subnational conflict areas; 2) Formal peace processes and informal local peacebuilding efforts strengthened and more credible with conflict-affected populations.",3,,10/1/13,,12/31/13,0,0,120468.66,0,,,,,,TH,100,,789,100,"Civilian peace-building, conflict prevention and resolution (PH)",ADT,,100
1345,The Asia Foundation,pharawee.koletschka@asiafoundation.org,en,USD,6/30/14 11:22,The Asia Foundation,US-AGO-941191246,21,US-AGO-941191246-PPA-PH-Q4-2013,PPA Philippines Programs Oct-Dec 2013,"The Asia Foundation PPA with DFID CHASE is helping to address common challenges to peaceful state-society relations in fragile states, subnational conflict and post-conflict areas and transitional states at risk of renewed conflict. This activity represents programs in the Southern Philippines under the PPA during the period Oct-Dec 2013. These activities have the following objective: Formal peace processes and informal local peacebuilding efforts strengthened and more credible with conflict-affected populations.",3,,10/1/13,,12/31/13,0,0,33022.6,0,,,,,,PH,100,,789,100,"Civilian peace-building, conflict prevention and resolution",ADT,,100
1346,The Asia Foundation,pharawee.koletschka@asiafoundation.org,en,USD,6/30/14 11:26,The Asia Foundation,US-AGO-941191246,21,US-AGO-941191246-PPA-SL-Q4-2013,PPA Sri Lanka Programs Oct-Dec 2013,"The Asia Foundation PPA with DFID CHASE is helping to address common challenges to peaceful state-society relations in fragile states, subnational conflict and post-conflict areas and transitional states at risk of renewed conflict. This activity represents programs in the Sri Lanka under the PPA during the period Oct-Dec 2013. These activities have the following objectives: 1) Locally-accepted informal justice systems strengthened and expanded where government lacks capacity and legitimacy; 2) Expanded community-level efforts to improve local security and relations with security forces (police, military).",3,,10/1/13,,12/31/13,0,0,98943.22,0,,,,,,LK,100,,679,100,"Government and civil society, general, combination of activities",ADT,,100
1347,The Asia Foundation,pharawee.koletschka@asiafoundation.org,en,USD,6/30/14 11:36,The Asia Foundation,US-AGO-941191246,21,US-AGO-941191246-PPA-NP-Q4-2013,PPA Nepal Programs Oct-Dec 2013,"The Asia Foundation PPA with DFID CHASE is helping to address common challenges to peaceful state-society relations in fragile states, subnational conflict and post-conflict areas and transitional states at risk of renewed conflict. This activity represents programs in Nepal under the PPA during the period Oct-Dec 2013. These activities have the following objectives: 1) Formal peace processes and informal local peacebuilding efforts strengthened and more credible with conflict-affected populations; 2) Locally-accepted informal justice systems strengthened and expanded where government lacks capacity and legitimacy.",3,,10/1/13,,12/31/13,0,0,12274.64,0,,,,,,NP,100,,679,100,,,,
1348,The Asia Foundation,pharawee.koletschka@asiafoundation.org,en,USD,6/30/14 11:46,The Asia Foundation,US-AGO-941191246,21,US-AGO-941191246-PPA-TL-Q4-2013,PPA Timor-Leste Programs Oct-Dec 2013,"The Asia Foundation PPA with DFID CHASE is helping to address common challenges to peaceful state-society relations in fragile states, subnational conflict and post-conflict areas and transitional states at risk of renewed conflict. This activity represents programs in Timor-Leste under the PPA during the period Oct-Dec 2013. These activities have the following objectives: 1) More effective mechanisms for societal groups in fragile and transitional states to influence state policy and behaviour; 2) Expanded community-level efforts to improve local security and relations with security forces (police, military).",3,,10/1/13,,12/31/13,0,0,98447.26,0,,,,,,TL,100,,789,100,"Government and civil society, general, combination of activities",ADT,,100
1349,The Asia Foundation,pharawee.koletschka@asiafoundation.org,en,USD,6/30/14 11:56,The Asia Foundation,US-AGO-941191246,21,US-AGO-941191246-PPA-PK-Q4-2013,PPA Pakistan Programs Oct-Dec 2013,"The Asia Foundation PPA with DFID CHASE is helping to address common challenges to peaceful state-society relations in fragile states, subnational conflict and post-conflict areas and transitional states at risk of renewed conflict. This activity represents programs in Pakistan under the PPA during the period Oct-Dec 2013. These activities have the following objectives: More effective mechanisms for societal groups in fragile and transitional states to influence state policy and behaviour.",3,,10/1/13,,12/31/13,0,0,20329.25,0,,,,,,PK,100,,679,100,"Government and civil society, general, combination of activities",ADT,,100
1350,The Asia Foundation,pharawee.koletschka@asiafoundation.org,en,USD,6/30/14 12:17,The Asia Foundation,US-AGO-941191246,21,US-AGO-941191246-PPA-RESULTS-Q4-2013,PPA Results Monitoring Oct-Dec 2013,"The Asia Foundation PPA with DFID CHASE is helping to address common challenges to peaceful state-society relations in fragile states, subnational conflict and post-conflict areas and transitional states at risk of renewed conflict. This activity represents results monitoring activities for the PPA during the period Oct-Dec 2013. This activity includes monitoring and evaluation activities in all countries covered by this PPA, along with regional oversight and technical support.",3,,10/1/13,,12/31/13,0,0,53247.36,0,,,,,,,,,798,100,"Conflict prevention and resolution, peace and security, combinations of activities",ADT,,100
1351,The Asia Foundation,pharawee.koletschka@asiafoundation.org,en,USD,6/30/14 12:24,The Asia Foundation,US-AGO-941191246,21,US-AGO-941191246-PPA-THOUGHT-Q4-2013,PPA Thought Leadership Programs Oct-Dec 2013,"The Asia Foundation PPA with DFID CHASE is helping to address common challenges to peaceful state-society relations in fragile states, subnational conflict and post-conflict areas and transitional states at risk of renewed conflict. This activity represents analytical activities, including field research, surveys, and engagement with academics and practitioners. The purpose of these activities are to draw on the Foundation's field experience and knowledge to inform and influence aid practice and policy. This activity represents a range of regional programs during the period Oct-Dec 2013.",3,,10/1/13,,12/31/13,0,0,64866.79,0,,,,,,,,,798,100,"Conflict prevention and resolution, peace and security, combinations of activities",ADT,,100
1352,The Asia Foundation,pharawee.koletschka@asiafoundation.org,en,USD,6/30/14 12:38,The Asia Foundation,US-AGO-941191246,21,US-AGO-941191246-PPA-REGTA-Q4-2013,PPA Regional Technical Assistance and Oversight Oct-Dec 2013,"The Asia Foundation PPA with DFID CHASE is helping to address common challenges to peaceful state-society relations in fragile states, subnational conflict and post-conflict areas and transitional states at risk of renewed conflict. This activity represents regional technical assistance to country offices, and partners in civil society and government, along with regional oversight of PPA programs. This activity covers expenditures during the period Oct-Dec 2013.",3,,10/1/13,,12/31/13,0,0,25074.61,0,,,,,,,,,798,100,"Conflict prevention and resolution, peace and security, combinations of activities",ADT,,100
1353,The Asia Foundation,pharawee.koletschka@asiafoundation.org,en,USD,6/30/14 12:43,The Asia Foundation,US-AGO-941191246,21,US-AGO-941191246-PPA-MM-Q1-2014,PPA Myanmar Programs Jan-Mar 2014,"The Asia Foundation PPA with DFID CHASE is helping to address common challenges to peaceful state-society relations in fragile states, subnational conflict and post-conflict areas and transitional states at risk of renewed conflict. This activity represents programs in Southern Thailand under the PPA during the period Jan-Mar 2014. These activities have the following objective: Governance reforms implemented to reduce grievances of conflict-affected populations in subnational conflict areas.",3,,1/1/14,,3/31/14,0,0,24869.39,0,,,,,,MM,100,,789,100,"Government and civil society, general, combination of activities",ADT,,100
1354,The Asia Foundation,pharawee.koletschka@asiafoundation.org,en,USD,6/30/14 12:55,The Asia Foundation,US-AGO-941191246,21,US-AGO-941191246-PPA-TH-Q1-2014,PPA Thailand Programs Jan-Mar 2014,"The Asia Foundation PPA with DFID CHASE is helping to address common challenges to peaceful state-society relations in fragile states, subnational conflict and post-conflict areas and transitional states at risk of renewed conflict. This activity represents programs in Southern Thailand under the PPA during the period Jan-Mar 2014. These activities have the following objectives: 1) Governance reforms implemented to reduce grievances of conflict-affected populations in subnational conflict areas; 2) Formal peace processes and informal local peacebuilding efforts strengthened and more credible with conflict-affected populations.",3,,1/1/14,,3/31/14,0,0,91044.69,0,,,,,,TH,100,,789,100,"Civilian peace-building, conflict prevention and resolution",ADT,,
1355,The Asia Foundation,pharawee.koletschka@asiafoundation.org,en,USD,6/30/14 13:05,The Asia Foundation,US-AGO-941191246,21,US-AGO-941191246-PPA-PH-Q1-2014,PPA Philippines Programs Jan-Mar 2014,"The Asia Foundation PPA with DFID CHASE is helping to address common challenges to peaceful state-society relations in fragile states, subnational conflict and post-conflict areas and transitional states at risk of renewed conflict. This activity represents programs in the Southern Philippines under the PPA during the period Jan-Mar 2014. These activities have the following objective: Formal peace processes and informal local peacebuilding efforts strengthened and more credible with conflict-affected populations.",3,,1/1/14,,3/31/14,0,0,53602.88,0,,,,,;,PH;PH,100;100,,789,100,"Civilian peace-building, conflict prevention and resolution",ADT,,100
1356,The Asia Foundation,pharawee.koletschka@asiafoundation.org,en,USD,6/30/14 13:16,The Asia Foundation,US-AGO-941191246,21,US-AGO-941191246-PPA-SL-Q1-2014,PPA Sri Lanka Programs Jan-Mar 2014,"The Asia Foundation PPA with DFID CHASE is helping to address common challenges to peaceful state-society relations in fragile states, subnational conflict and post-conflict areas and transitional states at risk of renewed conflict. This activity represents programs in the Sri Lanka under the PPA during the period Jan-Mar 2014. These activities have the following objectives: 1) Locally-accepted informal justice systems strengthened and expanded where government lacks capacity and legitimacy; 2) Expanded community-level efforts to improve local security and relations with security forces (police, military).",3,,1/1/14,,3/31/14,0,0,103345.54,0,,,,,,LK,100,,679,100,"Government and civil society, general, combination of activities",ADT,,
1357,The Asia Foundation,pharawee.koletschka@asiafoundation.org,en,USD,6/30/14 13:26,The Asia Foundation,US-AGO-941191246,21,US-AGO-941191246-PPA-NP-Q1-2014,PPA Nepal Programs Jan-Mar 2014,"The Asia Foundation PPA with DFID CHASE is helping to address common challenges to peaceful state-society relations in fragile states, subnational conflict and post-conflict areas and transitional states at risk of renewed conflict. This activity represents programs in Nepal under the PPA during the period Jan-Mar 2014. These activities have the following objectives: 1) Formal peace processes and informal local peacebuilding efforts strengthened and more credible with conflict-affected populations; 2) Locally-accepted informal justice systems strengthened and expanded where government lacks capacity and legitimacy.",3,,1/1/14,,3/31/14,0,0,24407.23,0,,,,,,NP,100,,679,100,"Conflict prevention and resolution, peace and security, combinations of activities",ADT,,100
1358,The Asia Foundation,pharawee.koletschka@asiafoundation.org,en,USD,6/30/14 13:35,The Asia Foundation,US-AGO-941191246,21,US-AGO-941191246-PPA-TL-Q1-2014,PPA Timor-Leste Programs Jan-Mar 2014,"The Asia Foundation PPA with DFID CHASE is helping to address common challenges to peaceful state-society relations in fragile states, subnational conflict and post-conflict areas and transitional states at risk of renewed conflict. This activity represents programs in Timor-Leste under the PPA during the period Jan-Mar 2014. These activities have the following objectives: 1) More effective mechanisms for societal groups in fragile and transitional states to influence state policy and behaviour; 2) Expanded community-level efforts to improve local security and relations with security forces (police, military).",3,,1/1/14,,3/31/14,0,0,98865.4,0,,,,,,TL,100,,789,100,"Government and civil society, general, combination of activities",ADT,,100
1359,The Asia Foundation,pharawee.koletschka@asiafoundation.org,en,USD,6/30/14 13:42,The Asia Foundation,US-AGO-941191246,21,US-AGO-941191246-PPA-PK-Q1-2014,PPA Pakistan Programs Jan-Mar 2014,"The Asia Foundation PPA with DFID CHASE is helping to address common challenges to peaceful state-society relations in fragile states, subnational conflict and post-conflict areas and transitional states at risk of renewed conflict. This activity represents programs in Pakistan under the PPA during the period Oct-Dec 2011. These activities have the following objectives: More effective mechanisms for societal groups in fragile and transitional states to influence state policy and behaviour.",3,,1/1/14,,3/31/14,0,0,16976.48,0,,,,,,PK,100,,679,100,"Government and civil society, general, combination of activities",ADT,,100
1360,The Asia Foundation,pharawee.koletschka@asiafoundation.org,en,USD,6/30/14 13:51,The Asia Foundation,US-AGO-941191246,21,US-AGO-941191246-PPA-RESULTS-Q1-2014,PPA Results Monitoring Jan-Mar 2014,"The Asia Foundation PPA with DFID CHASE is helping to address common challenges to peaceful state-society relations in fragile states, subnational conflict and post-conflict areas and transitional states at risk of renewed conflict. This activity represents results monitoring activities for the PPA during the period Jan-Mar 2014. This activity includes monitoring and evaluation activities in all countries covered by this PPA, along with regional oversight and technical support.",3,,1/1/14,,3/31/14,0,0,79981.65,0,,,,,,,,,798,100,"Conflict prevention and resolution, peace and security, combinations of activities",ADT,,100
1361,The Asia Foundation,pharawee.koletschka@asiafoundation.org,en,USD,6/30/14 14:00,The Asia Foundation,US-AGO-941191246,21,US-AGO-941191246-PPA-REGACT-Q1-2014,PPA Regional Activities Jan-Mar 2014,"The Asia Foundation PPA with DFID CHASE is helping to address common challenges to peaceful state-society relations in fragile states, subnational conflict and post-conflict areas and transitional states at risk of renewed conflict. This activity represents regional activities for the PPA during the period Oct-Dec 2011. This activity includes regional meetings of TAF staff to allow for planning, and exchange of experiences and best practices.",3,,1/1/14,,3/31/14,0,0,14150.72,0,,,,,,,,;,798;798,100;100,"Conflict prevention and resolution, peace and security, combinations of activities",ADT,,100
1362,The Asia Foundation,pharawee.koletschka@asiafoundation.org,en,USD,6/30/14 14:08,The Asia Foundation,US-AGO-941191246,21,US-AGO-941191246-PPA-THOUGHT-Q1-2014,PPA Thought Leadership Programs Jan-Mar 2014,"The Asia Foundation PPA with DFID CHASE is helping to address common challenges to peaceful state-society relations in fragile states, subnational conflict and post-conflict areas and transitional states at risk of renewed conflict. This activity represents analytical activities, including field research, surveys, and engagement with academics and practitioners. The purpose of these activities are to draw on the Foundation's field experience and knowledge to inform and influence aid practice and policy. This activity represents a range of regional programs during the period Jan-Mar 2014.",3,,1/1/14,,3/31/14,0,0,37757.62,0,,,,,,,,,798,100,"Conflict prevention and resolution, peace and security, combinations of activities",ADT,,100
1363,The Asia Foundation,pharawee.koletschka@asiafoundation.org,en,USD,6/30/14 14:16,The Asia Foundation,US-AGO-941191246,21,US-AGO-941191246-PPA-REGTA-Q1-2014,PPA Regional Technical Assistance and Oversight Jan-Mar 2014,"The Asia Foundation PPA with DFID CHASE is helping to address common challenges to peaceful state-society relations in fragile states, subnational conflict and post-conflict areas and transitional states at risk of renewed conflict. This activity represents regional technical assistance to country offices, and partners in civil society and government, along with regional oversight of PPA programs. This activity covers expenditures during the period Jan-Mar 2014.",3,,1/1/14,,3/31/14,0,0,76438.35,0,,,,,,,,,619,100,"Conflict prevention and resolution, peace and security, combinations of activities",ADT,,100
393,Heifer International South Africa,claire@heifer.org.za,en,ZAR,8/9/14 8:55,Heifer Project South Africa,ZA-NPO-013484,23,ZA-NPO-013484-PJ-DFD-00000000-ECP-00,GPAF IMP-005: Phuhlisanani Poverty Alleviation in South Africa,"The Phuhlisanani Agricultural Development Project aims to achieve food and income security of 883 project members and their families through improved agricultural production interventions. The project will work with 13 poverty stricken villages, targeting women, youth and HIV and AIDS affected households, in the Amatole Basin in Eastern Cape, South Africa. Project members commit to Pass on the Gift of livestock, agricultural inputs and training to others in need.",2,,6/1/13,,,453944,0,1786506.6,3972634.8,;Wesbank;National Lottery Distribution Trust Fund ;UK Department for International Development,,,;Heifer Project South Africa,,ZA,,,,,,,31120,
368,BRAC International,penelopem@bracuk.net,en,GBP,12/3/14 21:12,BRAC International,NL-CCI-20081098,21,NL-CCI-20081098 -GPAF-IMP-014,Helping poor farmers in Tanzania to increase productivity,"The project will raise the skills, capacities, productivity and incomes of small and marginal farmers (<1 acre of land), with a special focus on women. The project will provide comprehensive support including high quality inputs, capacity building and technology transfer. These interventions will improve agricultural productivity by 25% and increase the income of farming families by 30% within 3 years. Direct beneficiaries will be more than 70,000 small and marginal farmers (84% women).",2,,4/1/12,,3/31/15,1461106,932488.92,63426.8585,992028.92,;DFID (The Department for International Development);BRAC International,;BRAC International,,;BRAC Tanzania,,TZ,,,,,Agriculture,RO,,
369,BRAC International,penelopem@bracuk.net,en,GBP,12/31/14 22:07,BRAC International,NL-CCI-20081098,21,NL-CCI-20081098 -GPAF-IMP-013,Reducing hunger and poverty in Sierra Leone and Liberia,This project will train and equip poor landless women in food insecure rural areas of Sierra Leone and Liberia to establish kitchen gardens and small scale poultry farms in their homesteads and increase their familiesâ€™ food intake and improve their childrenâ€™s nutritional status and general health. The farmers will receive on-going training and inputs from community promoters. The project will conduct a village awareness campaign and establish village nutrition committees for wider impact.,2,,4/1/12,,3/31/15,2427405,1379776.958,65856.05946,1273954.57,;DFID (The Department for International Development);BRAC International,;BRAC International,,;BRAC Sierra Leone;BRAC Liberia,,,,,289,,Agriculture and livestock,RO,,
395,BRAC International,penelopem@bracuk.net,en,GBP,12/31/14 22:01,BRAC International,NL-CCI-20081098,21,NL-CCI-20081098 -GPAF-IMP-101,Providing early childhood education,,2,,,,,642253,335000,18870.68735,343232,;DFID (The Department for International Development);BRAC International,;BRAC International,,,,,,,798,,Education,RO,,
638,BRAC International,penelopem@bracuk.net,en,GBP,12/3/14 21:32,BRAC International,NL-CCI-20081098,21,NL-CCI-20081098 -GPAF-IMP-068,"Provision of quality primary education for 9,000 out of school children in South Sudan","This project will provide three years covering four years of quality primary education to 9,000 out-of-school children aged 8-11 (60% girls) from poor and marginalised families, enabling them to then access government schools and further livelihood opportunities, supported by their families and communities. The project will also train and build the capacity of 330 women as teachers and community organisers, providing them with improved skills and sustainable livelihood opportunities.",2,,1/1/13,,12/31/15,0,1019201.55,47786.38453,1053739.55,;DFID (The Department for International Development);BRAC International,,,;BRAC South Sudan,,SS,,,,,Education,RO,,
998,BRAC International,penelopem@bracuk.net,en,GBP,12/3/14 22:02,BRAC International,NL-CCI-20081098,21,NL-CCI-20081098 -GPAF-INN-015,Targeting the Ultra-Poor (TUP): to support 250 ultra-poor women in South Sudan to develop sustainable livelihoods and food security so that they and their families move out of extreme poverty and hunger,"This project will provide targeted support to 250 ultra-poor women and their households to move out of extreme poverty and vulnerability to more secure and sustainable livelihoods. Each will receive regular tailored support including initial food stipends, livelihood skills training and assets, plus financial training and support with savings. This approach is itself innovative (being piloted in eight other countries) and is innovative in the Republic of South Sudan where it has not been piloted to date.",2,,4/1/13,9/30/15,,249977,89758,2758,134093.77,;DFID (The Department for International Development),;BRAC UK,,;BRAC South Sudan,,SS,,,289,,Livelihoods and food security,,,
1046,BRAC International,penelopem@bracuk.net,en,GBP,12/31/14 20:03,BRAC International,NL-CCI-20081098,21,NL-CCI-20081098 -GEC5085,Community Based Education for marginalised Girls,This project targets marginalised girls who have never been to school or dropped out of primary/lower secondary school; and teachers and students in all-girl government schools in ten provinces.,2,,4/7/14,1/31/16,,0,0,4307662,4846791,;PWC,,,,,,,Asia,798,100,,DAC,11220,100
1185,BRAC International,penelopem@bracuk.net,en,GBP,12/31/14 19:43,BRAC International,NL-CCI-20081098,21,NL-CCI-20081098 -GEC-6957,GEC Tanzania Community Based Education for marginalised Girls GEC 6957,Girls Education Community Based Education for marginalised Girls in Tanzania,2,,5/1/13,,,1981431,0,410932.1557,861828.0932,;PWC,,,,,TZ,100,,298,100,,DAC,11120,100
1190,BRAC International,penelopem@bracuk.net,en,GBP,12/31/14 22:20,BRAC International,NL-CCI-20081098,21,NL-CCI-20081098 -GEC-5063,Community Based Education for marginalised Girls in Sierra Leone,Community Based Education for marginalised Girls in Sierra Leone,2,,1/1/13,,,8015215,2890714.61,96193.04859,2900956,;PWC,,,,,SL,100,,298,,,RO,,
1200,BRAC International,penelopem@bracuk.net,en,GBP,12/3/14 21:37,BRAC International,NL-CCI-20081098,21,NL-CCI-20081098 -IMP-098,"Improving the reproductive, maternal, newborn and child (under 5) health of adolescent girls and women inLiberia","Improving the reproductive, maternal, newborn and child (under 5) health of adolescent girls and women inLiberia)",2,,11/1/13,10/31/16,,1326788,0,166184.1705,375460.28,,,,,,LR,100,,298,100,,DAC,12181,100
384,Leonard Cheshire Disability,kavita.prasad@lcdisability.org,en,GBP,1/22/15 17:08,Leonard Cheshire Disability,GB-CHC-218186,21,GB-CHC-218186-GPAF-IMP-071,"Promoting the provision of inclusive primary education for children with disabilities in Mashonaland West Province, Zimbabwe","This project will work in 1 province in Zimbabwe to demonstrate to the government the viability and impact of LCDIsâ€™ inclusive education (IE) model on providing education for disabled girls and boys in mainstream primary schools, contributing to MDG2. The project will enrol and retain 2241 disabled children. The project will embed policy change in the MoE, and IE approaches in schools and local communities to ensure sustainable outcomes.",2,,1/1/13,12/31/15,,1111980,115897,666186.93,1187986.54,;Department for International Development,,;Leonard Cheshire Disability,;Leonard Cheshire Zimbabwe Trust,ZIMBABWE,ZW,100,,298,100,,DAC,11220,100
950,Leonard Cheshire Disability,kavita.prasad@lcdisability.org,en,GBP,2/4/15 18:49,Leonard Cheshire Disability,GB-CHC-218186,21,GB-CHC-218186-LCD6627,Pioneering inclusive education strategies for disabled girls in Kenya.,"This project will work in Nyanza, Kenya addressing the physical and social barriers to education that are experienced by girls with disabilities. The project will adopt an inclusive education approach to ensure that 2,050 disabled girls in 50 primary schools in Nyanza receive a full, quality and inclusive primary education.",2,,2/19/14,3/31/16,,1974542,1,664153,625073,;Department for International Development,,;Leonard Cheshire Disability,;Leonard Cheshire Disability Kenya,,KE,100,Kenya,289,,Primary education for girls with disabilities;Education for girls with disabilities,DAC;WB,11220;,100;
